MUNICIPIO,sigla_uf,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 29 anos,30 a 39 anos,40 a 49 anos,50 a 59 anos,60 a 69 anos,70 a 79 anos,80 anos e mais,Total,longitude,latitude
JOAO LISBOA,MA,1917.0,1881.0,1947.0,2155.0,4184.0,3682.0,2893.0,2123.0,1506.0,922.0,467.0,23677.0,-47.1826452552297,-5.22734750497482
JOSELANDIA,MA,1397.0,1368.0,1459.0,1463.0,2741.0,2417.0,1947.0,1466.0,1061.0,614.0,295.0,16228.0,-44.7566840675336,-5.01382138787338
JUNCO DO MARANHAO,MA,391.0,380.0,394.0,433.0,828.0,621.0,489.0,332.0,252.0,151.0,63.0,4334.0,-46.1157923047205,-1.91786332291651
LAGO DA PEDRA,MA,4135.0,4186.0,4577.0,4849.0,9306.0,7768.0,5970.0,4438.0,3004.0,1788.0,938.0,50959.0,-45.2052616262029,-4.73895533057951
LAGO DO JUNCO,MA,918.0,910.0,963.0,1022.0,1917.0,1651.0,1312.0,961.0,673.0,363.0,210.0,10900.0,-44.9813635141887,-4.54124612765726
LAGO VERDE,MA,1631.0,1531.0,1528.0,1662.0,2824.0,2416.0,1822.0,1187.0,932.0,557.0,279.0,16369.0,-44.8831388255548,-3.99077968447245
LAGOA DO MATO,MA,873.0,868.0,974.0,1108.0,1992.0,1823.0,1371.0,996.0,701.0,392.0,182.0,11280.0,-43.4959644511686,-6.060343630625
LAGO DOS RODRIGUES,MA,661.0,668.0,703.0,693.0,1481.0,1302.0,1135.0,876.0,691.0,393.0,238.0,8841.0,-44.9359229617742,-4.60047170608838
LAGOA GRANDE DO MARANHAO,MA,1172.0,1113.0,1124.0,1205.0,2118.0,1694.0,1222.0,884.0,565.0,308.0,129.0,11534.0,-45.4030982284421,-4.92968300435723
LAJEADO NOVO,MA,624.0,607.0,622.0,632.0,1352.0,1098.0,999.0,751.0,518.0,292.0,158.0,7653.0,-46.9245598024407,-6.10388692924454
LIMA CAMPOS,MA,871.0,869.0,940.0,1019.0,1939.0,1859.0,1487.0,1234.0,874.0,543.0,308.0,11943.0,-44.4647292253839,-4.55687862899735
LORETO,MA,935.0,930.0,1014.0,1134.0,2340.0,1996.0,1423.0,1136.0,726.0,419.0,218.0,12271.0,-45.2195401292522,-7.22050800355951
LUIS DOMINGUES,MA,628.0,612.0,646.0,622.0,1308.0,1111.0,856.0,561.0,375.0,190.0,107.0,7016.0,-45.8899064681073,-1.38858532979343
MAGALHAES DE ALMEIDA,MA,1701.0,1668.0,1779.0,1819.0,3702.0,3370.0,2589.0,1653.0,1020.0,609.0,318.0,20228.0,-42.1847320173377,-3.3005997036839
MARACACUME,MA,2233.0,2157.0,2266.0,2205.0,3939.0,3050.0,2305.0,1564.0,1043.0,676.0,335.0,21773.0,-45.9924623075323,-1.98185789781021
MARAJA DO SENA,MA,860.0,814.0,787.0,814.0,1554.0,1111.0,948.0,515.0,223.0,100.0,31.0,7757.0,-45.6327155325053,-4.70131739924636
MARANHAOZINHO,MA,1340.0,1275.0,1316.0,1379.0,3274.0,3267.0,2292.0,1406.0,735.0,329.0,141.0,16754.0,-45.9883414563367,-2.45223328175813
MATA ROMA,MA,1737.0,1639.0,1720.0,1736.0,3073.0,2717.0,1714.0,1222.0,857.0,454.0,253.0,17122.0,-43.2273083617323,-3.62594289056299
MATINHA,MA,1992.0,1940.0,2104.0,2096.0,3967.0,3789.0,2909.0,2115.0,1447.0,772.0,460.0,23591.0,-45.0016511526923,-3.07126965680725
MATOES,MA,3439.0,3252.0,3258.0,3259.0,5714.0,4852.0,3831.0,2749.0,1915.0,1211.0,619.0,34099.0,-43.3080420362201,-5.38336941586436
MATOES DO NORTE,MA,1494.0,1386.0,1401.0,1803.0,3738.0,2804.0,2079.0,1272.0,819.0,370.0,150.0,17316.0,-44.4778679073675,-3.75671771421333
MILAGRES DO MARANHAO,MA,934.0,847.0,817.0,887.0,1574.0,1191.0,861.0,537.0,448.0,267.0,139.0,8502.0,-42.7952246782498,-3.49646649035675
MIRADOR,MA,1828.0,1829.0,1880.0,1966.0,3984.0,3015.0,2395.0,1812.0,1286.0,701.0,349.0,21045.0,-44.9431016918956,-6.45231692440663
MIRADOR,PR,1828.0,1829.0,1880.0,1966.0,3984.0,3015.0,2395.0,1812.0,1286.0,701.0,349.0,21045.0,-52.7461853966732,-23.2023477771769
MIRANDA DO NORTE,MA,2195.0,2177.0,2387.0,2643.0,5674.0,5390.0,3801.0,2238.0,1515.0,767.0,334.0,29121.0,-44.5268068703163,-3.53145480142151
MIRINZAL,MA,1226.0,1202.0,1259.0,1344.0,2492.0,2324.0,1999.0,1423.0,916.0,547.0,327.0,15059.0,-44.84313158847,-2.058535909494
MONCAO,,3533.0,3255.0,3191.0,3330.0,6470.0,5060.0,3523.0,2527.0,1717.0,875.0,407.0,33888.0,,
MONTES ALTOS,MA,754.0,742.0,762.0,810.0,1569.0,1251.0,1178.0,866.0,573.0,361.0,198.0,9064.0,-47.0414252005719,-5.85811019215009
MORROS,MA,1993.0,1896.0,1915.0,2006.0,3819.0,2788.0,2128.0,1375.0,951.0,549.0,288.0,19708.0,-43.7770740720025,-2.97403810965206
NINA RODRIGUES,MA,1614.0,1554.0,1570.0,1576.0,2922.0,2157.0,1404.0,1031.0,582.0,297.0,119.0,14826.0,-43.8130392511578,-3.42917110075042
NOVA COLINAS,MA,510.0,487.0,471.0,486.0,961.0,774.0,605.0,472.0,331.0,245.0,127.0,5469.0,-46.2645194893155,-7.14429453145575
NOVA IORQUE,MA,359.0,366.0,407.0,408.0,748.0,671.0,543.0,439.0,394.0,226.0,121.0,4682.0,-44.0396999142232,-6.74958637105546
NOVA OLINDA DO MARANHAO,MA,1814.0,1755.0,1868.0,2052.0,3854.0,3649.0,2483.0,1635.0,1134.0,665.0,319.0,21228.0,-45.9551345980199,-2.89592892562666
OLHO D'AGUA DAS CUNHAS,MA,1406.0,1423.0,1540.0,1677.0,3461.0,3028.0,2548.0,1932.0,1332.0,808.0,461.0,19616.0,-45.1203492632907,-4.09462666939565
OLINDA NOVA DO MARANHAO,MA,1285.0,1244.0,1367.0,1493.0,2660.0,2573.0,1647.0,1228.0,784.0,442.0,245.0,14968.0,-45.0098294755287,-2.97538924585689
PACO DO LUMIAR,MA,8187.0,8451.0,10263.0,11764.0,22927.0,22448.0,17816.0,11700.0,7281.0,3135.0,1293.0,125265.0,-44.1238009792918,-2.50586576992929
PALMEIRANDIA,MA,1688.0,1679.0,1802.0,1756.0,3228.0,3257.0,2391.0,1789.0,1223.0,658.0,369.0,19840.0,-45.024942859722,-2.69288042967479
PARAIBANO,MA,1577.0,1640.0,1762.0,1746.0,3807.0,3406.0,2655.0,2115.0,1503.0,920.0,440.0,21571.0,-43.9238790587517,-6.40375347766348
PARNARAMA,MA,3157.0,3039.0,3147.0,3169.0,5770.0,5213.0,4147.0,3045.0,2280.0,1434.0,707.0,35108.0,-43.4653877838819,-5.62607564256886
PASSAGEM FRANCA,MA,1661.0,1642.0,1744.0,1695.0,3343.0,2795.0,2235.0,1741.0,1298.0,692.0,407.0,19253.0,-43.7583882564616,-6.15264219414881
PASTOS BONS,MA,1693.0,1700.0,1789.0,1733.0,3468.0,2928.0,2266.0,1772.0,1177.0,764.0,403.0,19693.0,-44.1805374957858,-6.63219068844805
PAULINO NEVES,MA,1824.0,1682.0,1708.0,1702.0,3137.0,2281.0,1546.0,1165.0,647.0,388.0,215.0,16295.0,-42.6110990099918,-2.85477212347592
PAULO RAMOS,MA,1924.0,1871.0,1952.0,2086.0,3896.0,3093.0,2334.0,1734.0,1163.0,691.0,348.0,21092.0,-45.3615001916653,-4.51937288500436
PEDREIRAS,MA,2855.0,2951.0,3442.0,3356.0,6255.0,5945.0,5194.0,3811.0,2672.0,1715.0,957.0,39153.0,-44.5919235887294,-4.61958557144777
PEDRO DO ROSARIO,MA,2907.0,2642.0,2646.0,2639.0,4493.0,3783.0,2637.0,1786.0,1083.0,636.0,308.0,25560.0,-45.4299241596413,-2.98920896756075
PENALVA,MA,3759.0,3635.0,3709.0,3942.0,7364.0,5787.0,4246.0,2870.0,1928.0,1144.0,603.0,38987.0,-45.290578223263,-3.24552877227029
PERI MIRIM,MA,1111.0,1086.0,1214.0,1220.0,2427.0,2375.0,1912.0,1413.0,856.0,509.0,248.0,14371.0,-44.89531182939,-2.57180052991355
PERITORO,MA,2272.0,2129.0,2259.0,2390.0,4044.0,3402.0,2608.0,1915.0,1346.0,769.0,396.0,23530.0,-44.2811622127391,-4.41986382388236
PINDARE-MIRIM,MA,2931.0,2908.0,3166.0,3154.0,5582.0,5008.0,3852.0,2635.0,2056.0,1180.0,714.0,33186.0,-45.4374554211681,-3.69140929902827
PINHEIRO,MA,6207.0,6391.0,7209.0,7585.0,14072.0,13892.0,10830.0,7777.0,5355.0,3082.0,1760.0,84160.0,-45.1269308145481,-2.49820250162825
PIO XII,MA,1868.0,1884.0,2014.0,1961.0,3727.0,3002.0,2445.0,1812.0,1279.0,828.0,454.0,21274.0,-45.093126897755,-3.85152323562628
PIRAPEMAS,MA,1906.0,1805.0,1822.0,1868.0,3466.0,2639.0,1984.0,1435.0,992.0,563.0,334.0,18814.0,-44.1726246920628,-3.78284212648891
POCAO DE PEDRAS,MA,1243.0,1270.0,1404.0,1403.0,2634.0,2744.0,2305.0,1757.0,1333.0,802.0,426.0,17321.0,-44.9121279803688,-4.78510684802395
PORTO FRANCO,MA,1819.0,1880.0,2078.0,2161.0,4515.0,3977.0,3188.0,2154.0,1339.0,740.0,443.0,24294.0,-47.180248559514,-6.36884487323208
PORTO RICO DO MARANHAO,MA,414.0,417.0,445.0,460.0,815.0,872.0,817.0,669.0,529.0,319.0,179.0,5936.0,-44.6353405874148,-1.89022272789438
PRESIDENTE DUTRA,MA,3512.0,3588.0,4079.0,4197.0,8538.0,8042.0,6243.0,4445.0,3057.0,1662.0,901.0,48264.0,-44.4570930316451,-5.28307587897708
PRESIDENTE DUTRA,BA,3512.0,3588.0,4079.0,4197.0,8538.0,8042.0,6243.0,4445.0,3057.0,1662.0,901.0,48264.0,-41.9983463549904,-11.2960384152859
PRESIDENTE JUSCELINO,MA,1388.0,1323.0,1343.0,1396.0,2544.0,1879.0,1250.0,824.0,531.0,296.0,165.0,12939.0,-44.0780000907919,-3.08997098449577
PRESIDENTE JUSCELINO,MG,1388.0,1323.0,1343.0,1396.0,2544.0,1879.0,1250.0,824.0,531.0,296.0,165.0,12939.0,-44.0833434477618,-18.7259607897575
PRESIDENTE MEDICI,RO,615.0,593.0,613.0,698.0,1311.0,1135.0,831.0,572.0,402.0,229.0,125.0,7124.0,-61.8779863440222,-11.1662597508561
PRESIDENTE MEDICI,MA,615.0,593.0,613.0,698.0,1311.0,1135.0,831.0,572.0,402.0,229.0,125.0,7124.0,-45.7734464229468,-2.3190006638132
PRESIDENTE SARNEY,MA,1938.0,1811.0,1878.0,2001.0,3511.0,2815.0,1973.0,1375.0,975.0,619.0,321.0,19217.0,-45.3612562274114,-2.58656444114958
PRESIDENTE VARGAS,MA,1195.0,1164.0,1197.0,1148.0,2116.0,1483.0,1119.0,827.0,569.0,331.0,179.0,11328.0,-43.9558106523907,-3.34585640365079
PRIMEIRA CRUZ,MA,1641.0,1555.0,1520.0,1583.0,2863.0,2132.0,1714.0,1105.0,731.0,465.0,236.0,15545.0,-43.3652302466635,-2.70129226138904
RAPOSA,MA,2633.0,2546.0,2794.0,3167.0,5988.0,5094.0,4241.0,2553.0,1516.0,731.0,323.0,31586.0,-44.0881622892413,-2.43473988443579
RIACHAO,MA,1704.0,1670.0,1636.0,1647.0,3482.0,2972.0,2658.0,1912.0,1347.0,830.0,430.0,20288.0,-46.6524093687367,-7.59765249896132
RIACHAO,PB,1704.0,1670.0,1636.0,1647.0,3482.0,2972.0,2658.0,1912.0,1347.0,830.0,430.0,20288.0,-35.6464790576054,-6.54205870942452
RIBAMAR FIQUENE,MA,677.0,650.0,671.0,699.0,1356.0,1170.0,968.0,749.0,498.0,289.0,132.0,7859.0,-47.3137687422995,-5.96111062959914
ROSARIO,MA,3516.0,3460.0,3749.0,3910.0,7864.0,7353.0,5073.0,3751.0,2529.0,1307.0,731.0,43243.0,-44.2021468102707,-2.94534320479667
SAMBAIBA,MA,459.0,464.0,454.0,433.0,1019.0,760.0,645.0,600.0,429.0,274.0,149.0,5686.0,-45.5561166374803,-7.43164780874746
SANTA FILOMENA DO MARANHAO,MA,779.0,740.0,737.0,722.0,1460.0,1136.0,923.0,626.0,421.0,232.0,102.0,7878.0,-44.6180406137588,-5.51333666921028
SANTA HELENA,MA,3916.0,3790.0,3982.0,4200.0,7651.0,7132.0,4942.0,3113.0,2200.0,1217.0,686.0,42829.0,-45.3835790781323,-2.42660538015333
SANTA HELENA,PB,3916.0,3790.0,3982.0,4200.0,7651.0,7132.0,4942.0,3113.0,2200.0,1217.0,686.0,42829.0,-38.584377772257,-6.73089468502213
SANTA HELENA,PR,3916.0,3790.0,3982.0,4200.0,7651.0,7132.0,4942.0,3113.0,2200.0,1217.0,686.0,42829.0,-54.3060123107625,-24.8885118971716
SANTA HELENA,SC,3916.0,3790.0,3982.0,4200.0,7651.0,7132.0,4942.0,3113.0,2200.0,1217.0,686.0,42829.0,-53.6189110664342,-26.9211539352609
SANTA INES,MA,7127.0,7172.0,8072.0,8605.0,15525.0,14129.0,11610.0,7632.0,5296.0,3075.0,1684.0,89927.0,-45.4508161185441,-3.81224651259608
SANTA INES,PB,7127.0,7172.0,8072.0,8605.0,15525.0,14129.0,11610.0,7632.0,5296.0,3075.0,1684.0,89927.0,-38.5782807127137,-7.66661417298104
SANTA INES,BA,7127.0,7172.0,8072.0,8605.0,15525.0,14129.0,11610.0,7632.0,5296.0,3075.0,1684.0,89927.0,-39.8502546825178,-13.2953167762264
SANTA INES,PR,7127.0,7172.0,8072.0,8605.0,15525.0,14129.0,11610.0,7632.0,5296.0,3075.0,1684.0,89927.0,-51.9033080947765,-22.7030486115814
SANTA LUZIA,MA,7271.0,6863.0,6967.0,7187.0,12783.0,10704.0,8059.0,5555.0,4059.0,2439.0,1218.0,73105.0,-45.9003557580545,-4.28408541283696
SANTA LUZIA,PB,7271.0,6863.0,6967.0,7187.0,12783.0,10704.0,8059.0,5555.0,4059.0,2439.0,1218.0,73105.0,-36.9065083201006,-6.9181018526215
SANTA LUZIA,BA,7271.0,6863.0,6967.0,7187.0,12783.0,10704.0,8059.0,5555.0,4059.0,2439.0,1218.0,73105.0,-39.2416821030234,-15.4402208636765
SANTA LUZIA,MG,7271.0,6863.0,6967.0,7187.0,12783.0,10704.0,8059.0,5555.0,4059.0,2439.0,1218.0,73105.0,-43.8364577473202,-19.7447348212603
SANTA LUZIA DO PARUA,MA,2233.0,2145.0,2289.0,2447.0,4681.0,4360.0,2866.0,1896.0,1364.0,817.0,389.0,25487.0,-45.7922890342503,-2.53956241334948
SANTA QUITERIA DO MARANHAO,MA,2428.0,2343.0,2428.0,2532.0,4593.0,3847.0,2870.0,2121.0,1426.0,845.0,451.0,25884.0,-42.9551668587521,-3.30246506138891
SANTA RITA,MA,3171.0,3083.0,3330.0,3536.0,7094.0,6701.0,4933.0,3091.0,1996.0,1169.0,628.0,38732.0,-44.3196091407147,-3.15771224193985
SANTA RITA,PB,3171.0,3083.0,3330.0,3536.0,7094.0,6701.0,4933.0,3091.0,1996.0,1169.0,628.0,38732.0,-35.0008139101332,-7.06549489340096
SANTANA DO MARANHAO,MA,1260.0,1162.0,1145.0,1325.0,2698.0,2295.0,1516.0,933.0,704.0,437.0,229.0,13704.0,-42.6146584128631,-3.19721822997586
SANTO AMARO DO MARANHAO,MA,1772.0,1691.0,1665.0,1680.0,3146.0,2519.0,1586.0,980.0,650.0,355.0,175.0,16219.0,-43.1841194750836,-2.62091110659335
SANTO ANTONIO DOS LOPES,MA,1078.0,1082.0,1153.0,1240.0,2479.0,2277.0,1953.0,1376.0,999.0,586.0,293.0,14516.0,-44.4811972135939,-4.82644675798218
SAO BENEDITO DO RIO PRETO,MA,2077.0,1975.0,1980.0,1892.0,3353.0,2451.0,1769.0,1284.0,1002.0,632.0,354.0,18769.0,-43.6184433036947,-3.37535317070362
SAO BENTO,MA,3258.0,3309.0,3624.0,3794.0,7849.0,8331.0,6390.0,4360.0,2778.0,1456.0,840.0,45989.0,-44.9992769625126,-2.79828140725283
SAO BENTO,PB,3258.0,3309.0,3624.0,3794.0,7849.0,8331.0,6390.0,4360.0,2778.0,1456.0,840.0,45989.0,-37.4714021813667,-6.45914144600054
SAO BERNARDO,MA,2771.0,2597.0,2658.0,2649.0,5065.0,4581.0,3266.0,2255.0,1510.0,933.0,540.0,28825.0,-42.406059529397,-3.31209931939141
SAO DOMINGOS DO AZEITAO,MA,679.0,661.0,687.0,732.0,1358.0,1036.0,835.0,685.0,426.0,235.0,114.0,7448.0,-44.6173511769585,-6.83330188129825
SAO DOMINGOS DO MARANHAO,MA,2771.0,2788.0,2946.0,3086.0,6231.0,5067.0,4253.0,3140.0,2098.0,1353.0,658.0,34391.0,-44.3364547418563,-5.6381710738157
SAO FELIX DE BALSAS,MA,335.0,339.0,367.0,333.0,740.0,692.0,559.0,487.0,350.0,220.0,118.0,4540.0,-44.8832586654124,-7.09149001212271
SAO FRANCISCO DO BREJAO,MA,1084.0,1064.0,1086.0,1108.0,2131.0,1830.0,1519.0,958.0,676.0,419.0,207.0,12082.0,-47.3536548841316,-5.15844850820312
SAO FRANCISCO DO MARANHAO,MA,933.0,941.0,964.0,1010.0,2131.0,1811.0,1495.0,1187.0,908.0,558.0,288.0,12226.0,-43.1215982704803,-6.21167912856887
SAO JOAO BATISTA,MA,1691.0,1651.0,1711.0,1741.0,3476.0,3353.0,2731.0,1897.0,1276.0,773.0,436.0,20736.0,-44.7587235564863,-3.00466768185942
SAO JOAO BATISTA,SC,1691.0,1651.0,1711.0,1741.0,3476.0,3353.0,2731.0,1897.0,1276.0,773.0,436.0,20736.0,-48.8658405489302,-27.3336072563098
SAO JOAO DO CARU,MA,1763.0,1602.0,1567.0,1738.0,3109.0,2321.0,1646.0,959.0,598.0,323.0,142.0,15768.0,-46.3923011339698,-3.55927102636699
SAO JOAO DO PARAISO,MA,894.0,875.0,906.0,911.0,1944.0,1690.0,1392.0,1094.0,748.0,510.0,243.0,11207.0,-46.9006726338195,-6.46371674342667
SAO JOAO DO PARAISO,MG,894.0,875.0,906.0,911.0,1944.0,1690.0,1392.0,1094.0,748.0,510.0,243.0,11207.0,-41.9769525211628,-15.3428184609785
SAO JOAO DO SOTER,MA,1950.0,1836.0,1822.0,1823.0,3040.0,2414.0,2038.0,1489.0,1240.0,716.0,378.0,18746.0,-43.7666094374394,-5.04019490133738
SAO JOAO DOS PATOS,MA,1804.0,1883.0,2133.0,2070.0,4265.0,4013.0,3263.0,2677.0,2005.0,1210.0,740.0,26063.0,-43.6379939629045,-6.55722882636232
SAO JOSE DE RIBAMAR,MA,12384.0,12703.0,15118.0,16991.0,34128.0,31500.0,24454.0,17036.0,9433.0,4455.0,2143.0,180345.0,-44.0903411027905,-2.58039559625706
SAO JOSE DOS BASILIOS,MA,635.0,627.0,654.0,639.0,1313.0,1051.0,954.0,700.0,541.0,347.0,178.0,7639.0,-44.5697307385832,-5.03853988301365
SAO LUIS,,62880.0,68313.0,89251.0,99400.0,189342.0,199108.0,162674.0,115913.0,74643.0,36872.0,17536.0,1115932.0,,
SAO LUIS GONZAGA DO MARANHAO,MA,1623.0,1598.0,1656.0,1736.0,3249.0,2731.0,2248.0,1620.0,1146.0,674.0,319.0,18600.0,-44.6404152179475,-4.38090500067858
SAO MATEUS DO MARANHAO,MA,3586.0,3586.0,3807.0,3670.0,7220.0,6171.0,4857.0,3774.0,2664.0,1566.0,849.0,41750.0,-44.5273609886807,-3.98738799908992
SAO PEDRO DA AGUA BRANCA,MA,1227.0,1178.0,1207.0,1205.0,2318.0,2037.0,1460.0,940.0,656.0,379.0,172.0,12779.0,-48.3689088832477,-5.13354065942316
SAO PEDRO DOS CRENTES,MA,378.0,379.0,390.0,412.0,891.0,718.0,575.0,438.0,290.0,165.0,64.0,4700.0,-46.7073187331819,-6.81961522539569
SAO RAIMUNDO DAS MANGABEIRAS,MA,1508.0,1534.0,1648.0,1680.0,3541.0,3030.0,2099.0,1788.0,1167.0,700.0,395.0,19090.0,-45.6909323638694,-7.013680630783
SAO RAIMUNDO DO DOCA BEZERRA,MA,465.0,443.0,446.0,459.0,959.0,800.0,574.0,402.0,280.0,143.0,57.0,5028.0,-45.1463059558455,-5.08965523874978
SAO ROBERTO,MA,681.0,639.0,655.0,602.0,1303.0,1126.0,915.0,481.0,249.0,143.0,62.0,6856.0,-45.0346024264317,-5.01899891466352
SAO VICENTE FERRER,MA,1820.0,1813.0,1936.0,1964.0,3937.0,3775.0,2737.0,2042.0,1266.0,719.0,443.0,22452.0,-44.9397781175475,-2.87720901498178
SAO VICENTE FERRER,PE,1820.0,1813.0,1936.0,1964.0,3937.0,3775.0,2737.0,2042.0,1266.0,719.0,443.0,22452.0,-35.4898413543193,-7.60609940431142
SATUBINHA,MA,1491.0,1402.0,1413.0,1518.0,2708.0,2216.0,1555.0,915.0,562.0,325.0,169.0,14274.0,-45.2592002672793,-3.93859978290987
SENADOR ALEXANDRE COSTA,MA,1075.0,1039.0,1088.0,1105.0,2084.0,1641.0,1183.0,879.0,609.0,384.0,198.0,11285.0,-43.9846597924546,-5.26101291711126
SENADOR LA ROCQUE,MA,1182.0,1180.0,1240.0,1262.0,2326.0,2030.0,1656.0,1199.0,934.0,617.0,355.0,13981.0,-47.1079891585752,-5.32530358765743
SERRANO DO MARANHAO,MA,1054.0,978.0,962.0,1043.0,1808.0,1412.0,1168.0,830.0,613.0,317.0,158.0,10343.0,-45.0182976507114,-1.86650460340183
SITIO NOVO,MA,1541.0,1524.0,1542.0,1473.0,3348.0,2862.0,2363.0,1730.0,1000.0,574.0,280.0,18237.0,-46.5956135687413,-6.22768419295131
SITIO NOVO,RN,1541.0,1524.0,1542.0,1473.0,3348.0,2862.0,2363.0,1730.0,1000.0,574.0,280.0,18237.0,-35.9272621648074,-6.08797857889936
SUCUPIRA DO NORTE,MA,883.0,869.0,917.0,941.0,1836.0,1505.0,1199.0,1070.0,755.0,417.0,239.0,10631.0,-44.3389430387896,-6.50987141146133
SUCUPIRA DO RIACHAO,MA,432.0,450.0,480.0,460.0,986.0,756.0,686.0,589.0,424.0,274.0,155.0,5692.0,-43.4971096936788,-6.45326341786356
TASSO FRAGOSO,MA,900.0,835.0,841.0,841.0,1688.0,1270.0,845.0,611.0,476.0,228.0,107.0,8642.0,-45.8854431845857,-8.3317753892004
TIMBIRAS,MA,2628.0,2567.0,2699.0,2715.0,5205.0,4395.0,3203.0,2477.0,1760.0,1016.0,576.0,29241.0,-43.8134600606121,-4.15305356575807
TIMON,MA,12360.0,12470.0,14386.0,16296.0,30354.0,27745.0,22929.0,15789.0,10436.0,5601.0,2951.0,171317.0,-42.9803152143505,-5.18328529199228
TRIZIDELA DO VALE,MA,1716.0,1742.0,1967.0,1917.0,3581.0,3617.0,2897.0,2056.0,1385.0,850.0,495.0,22223.0,-44.6695342747233,-4.52807508893745
TUFILANDIA,MA,659.0,606.0,574.0,609.0,984.0,781.0,628.0,420.0,299.0,204.0,104.0,5868.0,-45.5812999921664,-3.75806894442174
TUNTUM,MA,3562.0,3485.0,3632.0,3769.0,7395.0,6433.0,5169.0,3695.0,2598.0,1666.0,838.0,42242.0,-44.7300038527495,-5.61070172863025
TURIACU,MA,3845.0,3562.0,3505.0,3607.0,6679.0,5282.0,3818.0,2502.0,1634.0,934.0,443.0,35811.0,-45.4644499557014,-1.76773641188411
TURILANDIA,MA,2854.0,2803.0,3030.0,2898.0,4498.0,3758.0,2636.0,1791.0,1097.0,512.0,235.0,26112.0,-45.4376985448547,-2.15932770173289
TUTOIA,MA,5853.0,5535.0,5637.0,5940.0,11579.0,9390.0,6466.0,4413.0,2624.0,1625.0,865.0,59927.0,-42.3865621469059,-2.91246023384765
URBANO SANTOS,MA,3779.0,3532.0,3581.0,3526.0,6581.0,4938.0,3099.0,2129.0,1386.0,811.0,429.0,33791.0,-43.3446247731124,-3.3045989893791
VARGEM GRANDE,MA,5669.0,5335.0,5575.0,5990.0,11374.0,9324.0,6009.0,3925.0,2537.0,1395.0,680.0,57813.0,-43.8538530587095,-3.71092173962008
VIANA,MA,4546.0,4456.0,4760.0,4988.0,9350.0,8199.0,6281.0,4389.0,3037.0,1810.0,1036.0,52852.0,-45.0028370280058,-3.15626836204156
VIANA,ES,4546.0,4456.0,4760.0,4988.0,9350.0,8199.0,6281.0,4389.0,3037.0,1810.0,1036.0,52852.0,-40.5128264947517,-20.4009286878468
VILA NOVA DOS MARTIRIOS,MA,1326.0,1211.0,1280.0,1533.0,2669.0,2322.0,1498.0,940.0,570.0,311.0,140.0,13800.0,-48.0806106925395,-5.07484527302083
VITORIA DO MEARIM,MA,2864.0,2829.0,2972.0,3002.0,5818.0,4995.0,3769.0,2813.0,2089.0,1145.0,660.0,32956.0,-44.9221577491848,-3.56804332145494
VITORINO FREIRE,MA,2412.0,2443.0,2608.0,2816.0,5452.0,4761.0,3899.0,3032.0,2075.0,1305.0,717.0,31520.0,-45.3197629790206,-4.21893285760777
ZE DOCA,MA,4503.0,4482.0,4720.0,4762.0,9315.0,8332.0,6345.0,4211.0,2903.0,1742.0,875.0,52190.0,-45.9685616121221,-3.27557362927354
ACAUA,RN,531.0,509.0,505.0,608.0,1265.0,1059.0,971.0,768.0,486.0,297.0,120.0,7119.0,-36.5251242654234,-5.19449259429225
AGRICOLANDIA,PI,352.0,366.0,364.0,351.0,785.0,730.0,665.0,570.0,450.0,330.0,160.0,5123.0,-42.6823282481892,-5.76829075688876
AGUA BRANCA,PI,1370.0,1318.0,1346.0,1539.0,2981.0,2541.0,2356.0,1686.0,1212.0,777.0,399.0,17525.0,-42.6280034656636,-5.91391372089572
AGUA BRANCA,PB,1370.0,1318.0,1346.0,1539.0,2981.0,2541.0,2356.0,1686.0,1212.0,777.0,399.0,17525.0,-37.6623099941963,-7.47069089510134
AGUA BRANCA,AL,1370.0,1318.0,1346.0,1539.0,2981.0,2541.0,2356.0,1686.0,1212.0,777.0,399.0,17525.0,-37.9018536858562,-9.27325871173002
ALAGOINHA DO PIAUI,PI,465.0,471.0,502.0,564.0,1186.0,1227.0,1086.0,958.0,657.0,401.0,161.0,7678.0,-40.9199268759285,-6.9286900815455
ALEGRETE DO PIAUI,PI,350.0,354.0,387.0,393.0,831.0,787.0,594.0,552.0,338.0,223.0,112.0,4921.0,-40.7878566772285,-7.19619388481673
ALTO LONGA,PI,961.0,960.0,979.0,994.0,2141.0,2192.0,2041.0,1650.0,1334.0,754.0,365.0,14371.0,-42.1549857036933,-5.37908049307552
ALTOS,PI,3019.0,3005.0,3197.0,3267.0,6617.0,6366.0,5411.0,4272.0,3009.0,1663.0,855.0,40681.0,-42.469661245077,-5.01484084630507
ALVORADA DO GURGUEIA,PI,540.0,503.0,485.0,486.0,948.0,808.0,683.0,464.0,326.0,164.0,62.0,5469.0,-43.9683064187309,-8.45600412509007
AMARANTE,PI,1437.0,1410.0,1432.0,1306.0,2645.0,2523.0,2183.0,1833.0,1454.0,921.0,465.0,17609.0,-42.7880695866163,-6.37011033585606
ANGICAL DO PIAUI,PI,405.0,423.0,434.0,501.0,1086.0,885.0,851.0,904.0,681.0,397.0,212.0,6779.0,-42.7502200961106,-6.10679964842614
ANISIO DE ABREU,PI,821.0,768.0,759.0,842.0,1698.0,1634.0,1350.0,984.0,573.0,390.0,175.0,9994.0,-43.0419412654728,-9.21406826828647
